cpm_id	Source	Target	attn_layer_1_avg	attn_layer_2_avg	attn_layer_3_avg
COVID00028	CHP00162	Medicinal flavor	0.022	0.0342	0.0529
COVID00028	CHP00162	Meridian tropism	0.0145	0.0226	0.0321
COVID00028	CHP00162	Therapeutic nature	0.0346	0.0483	0.0774
COVID00028	CHP00361	Medicinal flavor	0.0408	0.0518	0.0519
COVID00028	CHP00361	Meridian tropism	0.0262	0.034	0.0315
COVID00028	CHP00361	Therapeutic nature	0.063	0.0732	0.0759
COVID00028	CHP01007	Medicinal flavor	0.0985	0.06	0.0555
COVID00028	CHP01007	Meridian tropism	0.0669	0.0398	0.0336
COVID00028	CHP01007	Therapeutic nature	0.1694	0.0844	0.0811
COVID00028	CHP01118	Medicinal flavor	0.0437	0.044	0.0541
COVID00028	CHP01118	Meridian tropism	0.0278	0.029	0.0328
COVID00028	CHP01118	Therapeutic nature	0.0654	0.0622	0.0792
COVID00028	CHP01146	Medicinal flavor	0.0411	0.0438	0.0543
COVID00028	CHP01146	Meridian tropism	0.0253	0.0287	0.0329
COVID00028	CHP01146	Therapeutic nature	0.0609	0.0619	0.0794
COVID00028	CHP01185	Medicinal flavor	0.08	0.0542	0.054
COVID00028	CHP01185	Meridian tropism	0.0534	0.0361	0.0327
COVID00028	CHP01185	Therapeutic nature	0.1219	0.0767	0.079
COVID00028	CHP01326	Medicinal flavor	0.0436	0.0431	0.0543
COVID00028	CHP01326	Meridian tropism	0.0284	0.0284	0.0329
COVID00028	CHP01326	Therapeutic nature	0.0688	0.061	0.0794
COVID00028	CHP02017	Medicinal flavor	0.0636	0.0473	0.05
COVID00028	CHP02017	Meridian tropism	0.0437	0.0314	0.0303
COVID00028	CHP02017	Therapeutic nature	0.0963	0.0668	0.0731
COVID00028	CHP02546	Medicinal flavor	0.0209	0.0351	0.0504
COVID00028	CHP02546	Meridian tropism	0.0136	0.0231	0.0306
COVID00028	CHP02546	Therapeutic nature	0.0323	0.0497	0.0737
COVID00028	CHP04795	Medicinal flavor	0.0467	0.039	0.0507
COVID00028	CHP04795	Meridian tropism	0.0322	0.0256	0.0307
COVID00028	CHP04795	Therapeutic nature	0.0663	0.055	0.0741
COVID00028	CHP05679	Medicinal flavor	0.0506	0.0439	0.054
COVID00028	CHP05679	Meridian tropism	0.033	0.0289	0.0327
COVID00028	CHP05679	Therapeutic nature	0.0726	0.062	0.0789
COVID00028	Medicinal flavor	CHP00162	0.174	0.1889	0.1551
COVID00028	Medicinal flavor	CHP00361	0.1623	0.179	0.1547
COVID00028	Medicinal flavor	CHP01007	0.1252	0.1507	0.1329
COVID00028	Medicinal flavor	CHP01118	0.1387	0.1564	0.1345
COVID00028	Medicinal flavor	CHP01146	0.1404	0.1564	0.1344
COVID00028	Medicinal flavor	CHP01185	0.1417	0.1783	0.1532
COVID00028	Medicinal flavor	CHP01326	0.136	0.1556	0.1336
COVID00028	Medicinal flavor	CHP02017	0.1713	0.2196	0.1834
COVID00028	Medicinal flavor	CHP02546	0.1778	0.1867	0.1558
COVID00028	Medicinal flavor	CHP04795	0.206	0.2278	0.1843
COVID00028	Medicinal flavor	CHP05679	0.1641	0.184	0.1544
COVID00028	Medicinal flavor	Meridian tropism	0.0217	0.0493	0.0207
COVID00028	Medicinal flavor	Therapeutic nature	0.0497	0.1041	0.0498
COVID00028	Meridian tropism	CHP00162	0.1693	0.1817	0.148
COVID00028	Meridian tropism	CHP00361	0.156	0.1719	0.1476
COVID00028	Meridian tropism	CHP01007	0.1221	0.1452	0.1269
COVID00028	Meridian tropism	CHP01118	0.1335	0.1504	0.1283
COVID00028	Meridian tropism	CHP01146	0.138	0.1502	0.1282
COVID00028	Meridian tropism	CHP01185	0.134	0.1719	0.1462
COVID00028	Meridian tropism	CHP01326	0.1335	0.1497	0.1275
COVID00028	Meridian tropism	CHP02017	0.1682	0.2116	0.175
COVID00028	Meridian tropism	CHP02546	0.1746	0.1797	0.1487
COVID00028	Meridian tropism	CHP04795	0.2002	0.2188	0.1759
COVID00028	Meridian tropism	CHP05679	0.1584	0.1768	0.1473
COVID00028	Meridian tropism	Medicinal flavor	0.0332	0.0704	0.0325
COVID00028	Meridian tropism	Therapeutic nature	0.0488	0.0992	0.0475
COVID00028	Therapeutic nature	CHP00162	0.1758	0.1751	0.1599
COVID00028	Therapeutic nature	CHP00361	0.1614	0.1656	0.1595
COVID00028	Therapeutic nature	CHP01007	0.1253	0.1398	0.1371
COVID00028	Therapeutic nature	CHP01118	0.1392	0.1448	0.1387
COVID00028	Therapeutic nature	CHP01146	0.1436	0.1446	0.1386
COVID00028	Therapeutic nature	CHP01185	0.1401	0.1656	0.158
COVID00028	Therapeutic nature	CHP01326	0.1376	0.1442	0.1377
COVID00028	Therapeutic nature	CHP02017	0.1686	0.2039	0.1891
COVID00028	Therapeutic nature	CHP02546	0.1778	0.1731	0.1606
COVID00028	Therapeutic nature	CHP04795	0.2004	0.2108	0.19
COVID00028	Therapeutic nature	CHP05679	0.1603	0.1703	0.1592
COVID00028	Therapeutic nature	Medicinal flavor	0.034	0.0678	0.0351
COVID00028	Therapeutic nature	Meridian tropism	0.0219	0.0451	0.0213
COVID00028	CHP00162	CHP00162	0.1425	0.0907	0.241
COVID00028	CHP00361	CHP00361	0.202	0.1326	0.2358
COVID00028	CHP01007	CHP01007	0.2578	0.1233	0.2165
COVID00028	CHP01118	CHP01118	0.1882	0.0973	0.2136
COVID00028	CHP01146	CHP01146	0.1642	0.0982	0.2142
COVID00028	CHP01185	CHP01185	0.3085	0.134	0.243
COVID00028	CHP01326	CHP01326	0.1899	0.0956	0.2128
COVID00028	CHP02017	CHP02017	0.3207	0.1452	0.2692
COVID00028	CHP02546	CHP02546	0.1175	0.0941	0.2305
COVID00028	CHP04795	CHP04795	0.193	0.1237	0.274
COVID00028	CHP05679	CHP05679	0.2005	0.1152	0.2446
COVID00028	Medicinal flavor	Medicinal flavor	0.0336	0.0738	0.0341
COVID00028	Meridian tropism	Meridian tropism	0.0212	0.0469	0.0197
COVID00028	Therapeutic nature	Therapeutic nature	0.05	0.0955	0.0514
COVID00019	CHP00142	Medicinal flavor	0.0826	0.0527	0.0419
COVID00019	CHP00142	Meridian tropism	0.0526	0.0316	0.0241
COVID00019	CHP00142	Therapeutic nature	0.1403	0.0828	0.0702
COVID00019	CHP00209	Medicinal flavor	0.0311	0.0387	0.0433
COVID00019	CHP00209	Meridian tropism	0.0187	0.0232	0.0249
COVID00019	CHP00209	Therapeutic nature	0.0517	0.0608	0.0724
COVID00019	CHP00361	Medicinal flavor	0.0292	0.0371	0.0434
COVID00019	CHP00361	Meridian tropism	0.0183	0.0223	0.025
COVID00019	CHP00361	Therapeutic nature	0.0496	0.0583	0.0727
COVID00019	CHP00844	Medicinal flavor	0.0243	0.0358	0.0431
COVID00019	CHP00844	Meridian tropism	0.0157	0.0214	0.0248
COVID00019	CHP00844	Therapeutic nature	0.0425	0.056	0.0722
COVID00019	CHP01118	Medicinal flavor	0.035	0.0386	0.0418
COVID00019	CHP01118	Meridian tropism	0.0215	0.0232	0.0241
COVID00019	CHP01118	Therapeutic nature	0.0589	0.0607	0.07
COVID00019	CHP01508	Medicinal flavor	0.0288	0.0382	0.0437
COVID00019	CHP01508	Meridian tropism	0.0176	0.0229	0.0252
COVID00019	CHP01508	Therapeutic nature	0.0483	0.06	0.0732
COVID00019	CHP01771	Medicinal flavor	0.0457	0.0398	0.0434
COVID00019	CHP01771	Meridian tropism	0.0267	0.0239	0.025
COVID00019	CHP01771	Therapeutic nature	0.075	0.0625	0.0727
COVID00019	CHP02904	Medicinal flavor	0.0256	0.035	0.0435
COVID00019	CHP02904	Meridian tropism	0.0164	0.021	0.025
COVID00019	CHP02904	Therapeutic nature	0.0446	0.055	0.0728
COVID00019	CHP03461	Medicinal flavor	0.0524	0.0494	0.0467
COVID00019	CHP03461	Meridian tropism	0.0342	0.0295	0.0269
COVID00019	CHP03461	Therapeutic nature	0.0935	0.0774	0.0781
COVID00019	CHP04556	Medicinal flavor	0.0598	0.044	0.048
COVID00019	CHP04556	Meridian tropism	0.039	0.0265	0.0277
COVID00019	CHP04556	Therapeutic nature	0.1064	0.0693	0.0804
COVID00019	CHP05501	Medicinal flavor	0.0483	0.0366	0.0455
COVID00019	CHP05501	Meridian tropism	0.0296	0.022	0.0262
COVID00019	CHP05501	Therapeutic nature	0.0812	0.0575	0.0762
COVID00019	CHP06090	Medicinal flavor	0.036	0.0389	0.0424
COVID00019	CHP06090	Meridian tropism	0.0223	0.0233	0.0244
COVID00019	CHP06090	Therapeutic nature	0.06	0.0611	0.071
COVID00019	Medicinal flavor	CHP00142	0.1387	0.1697	0.15
COVID00019	Medicinal flavor	CHP00209	0.1494	0.1522	0.1308
COVID00019	Medicinal flavor	CHP00361	0.1724	0.1788	0.1485
COVID00019	Medicinal flavor	CHP00844	0.1732	0.1817	0.1507
COVID00019	Medicinal flavor	CHP01118	0.1449	0.1535	0.1334
COVID00019	Medicinal flavor	CHP01508	0.1295	0.1331	0.1166
COVID00019	Medicinal flavor	CHP01771	0.1724	0.1792	0.1504
COVID00019	Medicinal flavor	CHP02904	0.1284	0.1342	0.1167
COVID00019	Medicinal flavor	CHP03461	0.1539	0.1735	0.1474
COVID00019	Medicinal flavor	CHP04556	0.1142	0.1303	0.1131
COVID00019	Medicinal flavor	CHP05501	0.1216	0.1327	0.1145
COVID00019	Medicinal flavor	CHP06090	0.1468	0.1534	0.1329
COVID00019	Medicinal flavor	Meridian tropism	0.0188	0.0313	0.0136
COVID00019	Medicinal flavor	Therapeutic nature	0.0508	0.0819	0.0396
COVID00019	Meridian tropism	CHP00142	0.1328	0.1613	0.1376
COVID00019	Meridian tropism	CHP00209	0.1407	0.1445	0.1201
COVID00019	Meridian tropism	CHP00361	0.1629	0.1699	0.1363
COVID00019	Meridian tropism	CHP00844	0.165	0.1722	0.1383
COVID00019	Meridian tropism	CHP01118	0.1376	0.1457	0.1224
COVID00019	Meridian tropism	CHP01508	0.1229	0.1265	0.107
COVID00019	Meridian tropism	CHP01771	0.1619	0.17	0.138
COVID00019	Meridian tropism	CHP02904	0.1222	0.1276	0.1071
COVID00019	Meridian tropism	CHP03461	0.1476	0.1644	0.1352
COVID00019	Meridian tropism	CHP04556	0.1096	0.124	0.1038
COVID00019	Meridian tropism	CHP05501	0.1148	0.1262	0.105
COVID00019	Meridian tropism	CHP06090	0.1388	0.1456	0.122
COVID00019	Meridian tropism	Medicinal flavor	0.0286	0.0493	0.0217
COVID00019	Meridian tropism	Therapeutic nature	0.0483	0.0774	0.0364
COVID00019	Therapeutic nature	CHP00142	0.1333	0.1652	0.1592
COVID00019	Therapeutic nature	CHP00209	0.142	0.148	0.1389
COVID00019	Therapeutic nature	CHP00361	0.1641	0.1741	0.1577
COVID00019	Therapeutic nature	CHP00844	0.1664	0.1764	0.1599
COVID00019	Therapeutic nature	CHP01118	0.1389	0.1492	0.1415
COVID00019	Therapeutic nature	CHP01508	0.1241	0.1296	0.1237
COVID00019	Therapeutic nature	CHP01771	0.1637	0.1741	0.1597
COVID00019	Therapeutic nature	CHP02904	0.1232	0.1307	0.1239
COVID00019	Therapeutic nature	CHP03461	0.1483	0.1684	0.1564
COVID00019	Therapeutic nature	CHP04556	0.1101	0.1271	0.12
COVID00019	Therapeutic nature	CHP05501	0.1156	0.1294	0.1215
COVID00019	Therapeutic nature	CHP06090	0.1402	0.1491	0.1411
COVID00019	Therapeutic nature	Medicinal flavor	0.0288	0.0505	0.0251
COVID00019	Therapeutic nature	Meridian tropism	0.018	0.0303	0.0145
COVID00019	CHP00142	CHP00142	0.3236	0.1729	0.2656
COVID00019	CHP00209	CHP00209	0.1372	0.1141	0.2392
COVID00019	CHP00361	CHP00361	0.1653	0.1285	0.2726
COVID00019	CHP00844	CHP00844	0.1653	0.1252	0.2745
COVID00019	CHP01118	CHP01118	0.166	0.1145	0.2356
COVID00019	CHP01508	CHP01508	0.1254	0.0983	0.2154
COVID00019	CHP01771	CHP01771	0.1781	0.1368	0.2758
COVID00019	CHP02904	CHP02904	0.1312	0.0906	0.2143
COVID00019	CHP03461	CHP03461	0.255	0.1651	0.2905
COVID00019	CHP04556	CHP04556	0.2186	0.1101	0.2294
COVID00019	CHP05501	CHP05501	0.1755	0.0938	0.22
COVID00019	CHP06090	CHP06090	0.158	0.1152	0.2382
COVID00019	Medicinal flavor	Medicinal flavor	0.0302	0.0521	0.0237
COVID00019	Meridian tropism	Meridian tropism	0.0179	0.0296	0.0125
COVID00019	Therapeutic nature	Therapeutic nature	0.0487	0.0793	0.0421
COVID00039	CHP00543	Medicinal flavor	0.2724	0.1354	0.1604
COVID00039	CHP00543	Meridian tropism	0.1198	0.0576	0.0651
COVID00039	CHP00543	Therapeutic nature	0.2724	0.1354	0.1604
COVID00039	CHP01723	Medicinal flavor	0.0816	0.1327	0.1431
COVID00039	CHP01723	Meridian tropism	0.0338	0.0558	0.0581
COVID00039	CHP01723	Therapeutic nature	0.0816	0.1327	0.1431
COVID00039	CHP01958	Medicinal flavor	0.2182	0.1468	0.1477
COVID00039	CHP01958	Meridian tropism	0.0906	0.0623	0.06
COVID00039	CHP01958	Therapeutic nature	0.2182	0.1468	0.1477
COVID00039	CHP02298	Medicinal flavor	0.1145	0.1359	0.1457
COVID00039	CHP02298	Meridian tropism	0.0501	0.0572	0.0592
COVID00039	CHP02298	Therapeutic nature	0.1145	0.1359	0.1457
COVID00039	Medicinal flavor	CHP00543	0.1586	0.2048	0.2018
COVID00039	Medicinal flavor	CHP01723	0.122	0.1132	0.1185
COVID00039	Medicinal flavor	CHP01958	0.1472	0.1681	0.1734
COVID00039	Medicinal flavor	CHP02298	0.1787	0.1701	0.1739
COVID00039	Medicinal flavor	Meridian tropism	0.0465	0.0641	0.0564
COVID00039	Medicinal flavor	Therapeutic nature	0.1071	0.1503	0.139
COVID00039	Meridian tropism	CHP00543	0.1485	0.2028	0.1818
COVID00039	Meridian tropism	CHP01723	0.1106	0.1121	0.1068
COVID00039	Meridian tropism	CHP01958	0.136	0.1664	0.1563
COVID00039	Meridian tropism	CHP02298	0.1621	0.1682	0.1567
COVID00039	Meridian tropism	Medicinal flavor	0.1005	0.1487	0.1252
COVID00039	Meridian tropism	Therapeutic nature	0.1005	0.1487	0.1252
COVID00039	Therapeutic nature	CHP00543	0.1556	0.2048	0.2018
COVID00039	Therapeutic nature	CHP01723	0.1196	0.1132	0.1185
COVID00039	Therapeutic nature	CHP01958	0.1451	0.1681	0.1734
COVID00039	Therapeutic nature	CHP02298	0.175	0.1701	0.1739
COVID00039	Therapeutic nature	Medicinal flavor	0.1056	0.1503	0.139
COVID00039	Therapeutic nature	Meridian tropism	0.0458	0.0641	0.0564
COVID00039	CHP00543	CHP00543	0.3888	0.1849	0.2329
COVID00039	CHP01723	CHP01723	0.0948	0.1011	0.122
COVID00039	CHP01958	CHP01958	0.2997	0.1648	0.1843
COVID00039	CHP02298	CHP02298	0.16	0.1552	0.1823
COVID00039	Medicinal flavor	Medicinal flavor	0.1071	0.1503	0.139
COVID00039	Meridian tropism	Meridian tropism	0.0434	0.0634	0.0508
COVID00039	Therapeutic nature	Therapeutic nature	0.1056	0.1503	0.139
COVID00031	CHP01933	Medicinal flavor	0.1771	0.125	0.1341
COVID00031	CHP01933	Meridian tropism	0.2745	0.1577	0.1778
COVID00031	CHP01933	Therapeutic nature	0.3054	0.1786	0.2097
COVID00031	CHP03066	Medicinal flavor	0.1022	0.0938	0.1149
COVID00031	CHP03066	Meridian tropism	0.1338	0.1183	0.1523
COVID00031	CHP03066	Therapeutic nature	0.1576	0.1344	0.1797
COVID00031	CHP05138	Medicinal flavor	0.0894	0.0816	0.1117
COVID00031	CHP05138	Meridian tropism	0.1176	0.1027	0.1481
COVID00031	CHP05138	Therapeutic nature	0.1362	0.1172	0.1747
COVID00031	Medicinal flavor	CHP01933	0.1654	0.2063	0.1772
COVID00031	Medicinal flavor	CHP03066	0.1618	0.1782	0.155
COVID00031	Medicinal flavor	CHP05138	0.206	0.2196	0.1855
COVID00031	Medicinal flavor	Meridian tropism	0.1128	0.1719	0.1178
COVID00031	Medicinal flavor	Therapeutic nature	0.1329	0.1947	0.139
COVID00031	Meridian tropism	CHP01933	0.1751	0.202	0.1815
COVID00031	Meridian tropism	CHP03066	0.1589	0.1744	0.1587
COVID00031	Meridian tropism	CHP05138	0.2012	0.215	0.19
COVID00031	Meridian tropism	Medicinal flavor	0.0882	0.1335	0.091
COVID00031	Meridian tropism	Therapeutic nature	0.1344	0.1906	0.1424
COVID00031	Therapeutic nature	CHP01933	0.1666	0.1957	0.1969
COVID00031	Therapeutic nature	CHP03066	0.1624	0.169	0.1722
COVID00031	Therapeutic nature	CHP05138	0.2081	0.2084	0.2061
COVID00031	Therapeutic nature	Medicinal flavor	0.0875	0.1293	0.0988
COVID00031	Therapeutic nature	Meridian tropism	0.1135	0.1629	0.1309
COVID00031	CHP01933	CHP01933	0.3275	0.1896	0.2673
COVID00031	CHP03066	CHP03066	0.1962	0.1258	0.2004
COVID00031	CHP05138	CHP05138	0.1786	0.1374	0.233
COVID00031	Medicinal flavor	Medicinal flavor	0.087	0.1364	0.0889
COVID00031	Meridian tropism	Meridian tropism	0.1139	0.1682	0.1207
COVID00031	Therapeutic nature	Therapeutic nature	0.1336	0.1846	0.1545
COVID00033	CHP00135	Medicinal flavor	0.1152	0.0696	0.0891
COVID00033	CHP00135	Meridian tropism	0.1358	0.0702	0.0882
COVID00033	CHP00135	Therapeutic nature	0.1798	0.0966	0.1324
COVID00033	CHP00168	Medicinal flavor	0.1008	0.0743	0.0865
COVID00033	CHP00168	Meridian tropism	0.1137	0.074	0.0856
COVID00033	CHP00168	Therapeutic nature	0.1556	0.1027	0.1285
COVID00033	CHP00216	Medicinal flavor	0.0676	0.0619	0.0696
COVID00033	CHP00216	Meridian tropism	0.0806	0.0598	0.0689
COVID00033	CHP00216	Therapeutic nature	0.1051	0.085	0.1034
COVID00033	CHP02017	Medicinal flavor	0.1054	0.079	0.0812
COVID00033	CHP02017	Meridian tropism	0.1194	0.0796	0.0804
COVID00033	CHP02017	Therapeutic nature	0.1642	0.1098	0.1206
COVID00033	CHP03098	Medicinal flavor	0.0325	0.0554	0.0697
COVID00033	CHP03098	Meridian tropism	0.0378	0.0547	0.069
COVID00033	CHP03098	Therapeutic nature	0.0494	0.0767	0.1035
COVID00033	CHP03423	Medicinal flavor	0.0532	0.0664	0.0724
COVID00033	CHP03423	Meridian tropism	0.0605	0.0673	0.0716
COVID00033	CHP03423	Therapeutic nature	0.0824	0.0923	0.1075
COVID00033	CHP05194	Medicinal flavor	0.0433	0.0554	0.0642
COVID00033	CHP05194	Meridian tropism	0.0497	0.0547	0.0635
COVID00033	CHP05194	Therapeutic nature	0.0665	0.0765	0.0953
COVID00033	Medicinal flavor	CHP00135	0.1625	0.2274	0.1754
COVID00033	Medicinal flavor	CHP00168	0.1631	0.2244	0.177
COVID00033	Medicinal flavor	CHP00216	0.1966	0.2479	0.1948
COVID00033	Medicinal flavor	CHP02017	0.1619	0.223	0.1805
COVID00033	Medicinal flavor	CHP03098	0.155	0.1728	0.1436
COVID00033	Medicinal flavor	CHP03423	0.2374	0.2976	0.2294
COVID00033	Medicinal flavor	CHP05194	0.1744	0.2089	0.1709
COVID00033	Medicinal flavor	Meridian tropism	0.0499	0.0977	0.0483
COVID00033	Medicinal flavor	Therapeutic nature	0.0673	0.1346	0.0725
COVID00033	Meridian tropism	CHP00135	0.147	0.1771	0.1455
COVID00033	Meridian tropism	CHP00168	0.148	0.1748	0.1469
COVID00033	Meridian tropism	CHP00216	0.1738	0.1914	0.1616
COVID00033	Meridian tropism	CHP02017	0.1457	0.1737	0.1497
COVID00033	Meridian tropism	CHP03098	0.1405	0.134	0.1191
COVID00033	Meridian tropism	CHP03423	0.2147	0.2322	0.1903
COVID00033	Meridian tropism	CHP05194	0.1626	0.1618	0.1418
COVID00033	Meridian tropism	Medicinal flavor	0.0409	0.0756	0.0405
COVID00033	Meridian tropism	Therapeutic nature	0.0629	0.1048	0.0602
COVID00033	Therapeutic nature	CHP00135	0.1611	0.204	0.1838
COVID00033	Therapeutic nature	CHP00168	0.165	0.2013	0.1855
COVID00033	Therapeutic nature	CHP00216	0.1955	0.2216	0.2042
COVID00033	Therapeutic nature	CHP02017	0.1627	0.2	0.1891
COVID00033	Therapeutic nature	CHP03098	0.157	0.1547	0.1505
COVID00033	Therapeutic nature	CHP03423	0.239	0.2671	0.2404
COVID00033	Therapeutic nature	CHP05194	0.1775	0.187	0.1791
COVID00033	Therapeutic nature	Medicinal flavor	0.0434	0.0871	0.0512
COVID00033	Therapeutic nature	Meridian tropism	0.0499	0.0876	0.0506
COVID00033	CHP00135	CHP00135	0.3669	0.164	0.32
COVID00033	CHP00168	CHP00168	0.3608	0.1751	0.3135
COVID00033	CHP00216	CHP00216	0.2603	0.1478	0.2777
COVID00033	CHP02017	CHP02017	0.3678	0.1803	0.3001
COVID00033	CHP03098	CHP03098	0.1114	0.0974	0.2049
COVID00033	CHP03423	CHP03423	0.3091	0.203	0.34
COVID00033	CHP05194	CHP05194	0.1603	0.1187	0.2246
COVID00033	Medicinal flavor	Medicinal flavor	0.0437	0.097	0.0489
COVID00033	Meridian tropism	Meridian tropism	0.0472	0.0758	0.0401
COVID00033	Therapeutic nature	Therapeutic nature	0.0668	0.1207	0.076
COVID00006	CHP00689	Medicinal flavor	0.028	0.0378	0.035
COVID00006	CHP00689	Therapeutic nature	0.0401	0.0509	0.0531
COVID00006	CHP01246	Medicinal flavor	0.0158	0.0257	0.0455
COVID00006	CHP01246	Meridian tropism	0.0104	0.0192	0.0317
COVID00006	CHP01246	Therapeutic nature	0.0222	0.0345	0.0691
COVID00006	CHP01717	Medicinal flavor	0.1336	0.1052	0.0553
COVID00006	CHP01717	Meridian tropism	0.0929	0.0784	0.0386
COVID00006	CHP01717	Therapeutic nature	0.1911	0.1406	0.0841
COVID00006	CHP01958	Medicinal flavor	0.1084	0.0394	0.0451
COVID00006	CHP01958	Meridian tropism	0.0692	0.0297	0.0314
COVID00006	CHP01958	Therapeutic nature	0.1504	0.0533	0.0685
COVID00006	CHP02546	Medicinal flavor	0.0166	0.0238	0.0426
COVID00006	CHP02546	Meridian tropism	0.0113	0.0178	0.0297
COVID00006	CHP02546	Therapeutic nature	0.0236	0.0319	0.0647
COVID00006	CHP02842	Medicinal flavor	0.0373	0.0378	0.0451
COVID00006	CHP02842	Meridian tropism	0.0254	0.0282	0.0315
COVID00006	CHP02842	Therapeutic nature	0.0528	0.0508	0.0685
COVID00006	CHP03635	Medicinal flavor	0.0582	0.0359	0.0425
COVID00006	CHP03635	Meridian tropism	0.0438	0.0268	0.0296
COVID00006	CHP03635	Therapeutic nature	0.0882	0.0483	0.0645
COVID00006	CHP04173	Medicinal flavor	0.0618	0.0289	0.0432
COVID00006	CHP04173	Meridian tropism	0.0388	0.0215	0.0301
COVID00006	CHP04173	Therapeutic nature	0.0855	0.0387	0.0656
COVID00006	CHP04795	Medicinal flavor	0.014	0.0257	0.0431
COVID00006	CHP04795	Meridian tropism	0.0089	0.0191	0.0301
COVID00006	CHP04795	Therapeutic nature	0.0196	0.0344	0.0655
COVID00006	CHP05456	Medicinal flavor	0.0307	0.0292	0.0438
COVID00006	CHP05456	Meridian tropism	0.02	0.0218	0.0305
COVID00006	CHP05456	Therapeutic nature	0.0426	0.0392	0.0665
COVID00006	CHP05477	Medicinal flavor	0.0408	0.039	0.0456
COVID00006	CHP05477	Meridian tropism	0.0274	0.0291	0.0318
COVID00006	CHP05477	Therapeutic nature	0.0573	0.0524	0.0693
COVID00006	CHP05795	Medicinal flavor	0.0117	0.0234	0.046
COVID00006	CHP05795	Meridian tropism	0.0079	0.0178	0.0321
COVID00006	CHP05795	Therapeutic nature	0.0166	0.0318	0.0698
COVID00006	CHP06013	Medicinal flavor	0.0446	0.0249	0.0426
COVID00006	CHP06013	Meridian tropism	0.0284	0.019	0.0297
COVID00006	CHP06013	Therapeutic nature	0.0618	0.034	0.0648
COVID00006	CHP06191	Medicinal flavor	0.0337	0.0262	0.0424
COVID00006	CHP06191	Meridian tropism	0.0218	0.0195	0.0296
COVID00006	CHP06191	Therapeutic nature	0.0469	0.0352	0.0645
COVID00006	Medicinal flavor	CHP00689	0.226	0.281	0.1674
COVID00006	Medicinal flavor	CHP01246	0.1437	0.149	0.1033
COVID00006	Medicinal flavor	CHP01717	0.1397	0.178	0.1177
COVID00006	Medicinal flavor	CHP01958	0.1176	0.1689	0.1157
COVID00006	Medicinal flavor	CHP02546	0.173	0.1788	0.1178
COVID00006	Medicinal flavor	CHP02842	0.1232	0.1455	0.1037
COVID00006	Medicinal flavor	CHP03635	0.1426	0.1743	0.1179
COVID00006	Medicinal flavor	CHP04173	0.1396	0.177	0.1171
COVID00006	Medicinal flavor	CHP04795	0.211	0.2171	0.1327
COVID00006	Medicinal flavor	CHP05456	0.1811	0.2148	0.1319
COVID00006	Medicinal flavor	CHP05477	0.123	0.1451	0.1032
COVID00006	Medicinal flavor	CHP05795	0.1706	0.1754	0.1147
COVID00006	Medicinal flavor	CHP06013	0.175	0.2166	0.1334
COVID00006	Medicinal flavor	CHP06191	0.1604	0.1776	0.1179
COVID00006	Medicinal flavor	Meridian tropism	0.0156	0.0569	0.0089
COVID00006	Medicinal flavor	Therapeutic nature	0.0332	0.1023	0.0193
COVID00006	Meridian tropism	CHP01246	0.1507	0.1646	0.0991
COVID00006	Meridian tropism	CHP01717	0.1457	0.1972	0.1129
COVID00006	Meridian tropism	CHP01958	0.1225	0.1864	0.1109
COVID00006	Meridian tropism	CHP02546	0.1819	0.1978	0.1129
COVID00006	Meridian tropism	CHP02842	0.1287	0.1609	0.0994
COVID00006	Meridian tropism	CHP03635	0.1511	0.1926	0.1131
COVID00006	Meridian tropism	CHP04173	0.1455	0.1959	0.1123
COVID00006	Meridian tropism	CHP04795	0.2214	0.24	0.1273
COVID00006	Meridian tropism	CHP05456	0.1886	0.2376	0.1265
COVID00006	Meridian tropism	CHP05477	0.1284	0.1605	0.099
COVID00006	Meridian tropism	CHP05795	0.1784	0.1938	0.11
COVID00006	Meridian tropism	CHP06013	0.1786	0.2394	0.128
COVID00006	Meridian tropism	CHP06191	0.1677	0.1964	0.1131
COVID00006	Meridian tropism	Medicinal flavor	0.0248	0.0848	0.0122
COVID00006	Meridian tropism	Therapeutic nature	0.0346	0.1136	0.0185
COVID00006	Therapeutic nature	CHP00689	0.2298	0.2973	0.2047
COVID00006	Therapeutic nature	CHP01246	0.146	0.1574	0.1263
COVID00006	Therapeutic nature	CHP01717	0.1436	0.1877	0.1439
COVID00006	Therapeutic nature	CHP01958	0.1174	0.1785	0.1414
COVID00006	Therapeutic nature	CHP02546	0.1762	0.189	0.144
COVID00006	Therapeutic nature	CHP02842	0.1248	0.1538	0.1267
COVID00006	Therapeutic nature	CHP03635	0.1458	0.1842	0.1441
COVID00006	Therapeutic nature	CHP04173	0.141	0.1871	0.1432
COVID00006	Therapeutic nature	CHP04795	0.2143	0.2295	0.1622
COVID00006	Therapeutic nature	CHP05456	0.1824	0.2271	0.1612
COVID00006	Therapeutic nature	CHP05477	0.1244	0.1533	0.1262
COVID00006	Therapeutic nature	CHP05795	0.1723	0.1853	0.1403
COVID00006	Therapeutic nature	CHP06013	0.1748	0.229	0.1631
COVID00006	Therapeutic nature	CHP06191	0.1612	0.1878	0.1442
COVID00006	Therapeutic nature	Medicinal flavor	0.0241	0.0808	0.0155
COVID00006	Therapeutic nature	Meridian tropism	0.0158	0.0602	0.0108
COVID00006	CHP00689	CHP00689	0.3182	0.1406	0.4605
COVID00006	CHP01246	CHP01246	0.1144	0.0506	0.3699
