cpm_id	Source	Target	attn_layer_1_avg	attn_layer_2_avg	attn_layer_3_avg
COVID00208	Meridian tropism	CHP00303	0.1396	0.1597	0.0951
COVID00208	Meridian tropism	CHP00641	0.1568	0.2178	0.124
COVID00208	Meridian tropism	CHP01717	0.15	0.2169	0.1182
COVID00208	Meridian tropism	CHP01771	0.1672	0.1874	0.1089
COVID00208	Meridian tropism	CHP03591	0.1468	0.1816	0.1072
COVID00208	Meridian tropism	CHP05162	0.1622	0.188	0.1085
COVID00208	Meridian tropism	CHP06111	0.1427	0.1595	0.0971
COVID00208	Meridian tropism	Medicinal flavor	0.0554	0.1458	0.0301
COVID00208	Meridian tropism	Therapeutic nature	0.059	0.1532	0.0333
COVID00208	Therapeutic nature	CHP00303	0.1428	0.1589	0.1432
COVID00208	Therapeutic nature	CHP00641	0.1583	0.2166	0.1867
COVID00208	Therapeutic nature	CHP01717	0.1521	0.2157	0.178
COVID00208	Therapeutic nature	CHP01771	0.1687	0.1864	0.164
COVID00208	Therapeutic nature	CHP03591	0.1483	0.1807	0.1614
COVID00208	Therapeutic nature	CHP05162	0.165	0.187	0.1634
COVID00208	Therapeutic nature	CHP05676	0.3281	0.4244	0.2735
COVID00208	Therapeutic nature	CHP06111	0.1434	0.1588	0.1462
COVID00208	Therapeutic nature	Medicinal flavor	0.0547	0.145	0.0453
COVID00208	Therapeutic nature	Meridian tropism	0.0284	0.0865	0.0212
COVID00208	CHP00303	CHP00303	0.151	0.055	0.3091
COVID00208	CHP00641	CHP00641	0.3692	0.1384	0.3942
COVID00208	CHP01717	CHP01717	0.3952	0.1418	0.4225
COVID00208	CHP01771	CHP01771	0.1575	0.0712	0.359
COVID00208	CHP03591	CHP03591	0.2615	0.0994	0.3691
COVID00208	CHP05162	CHP05162	0.1813	0.0682	0.3614
COVID00208	CHP05676	CHP05676	0.3366	0.1655	0.4761
COVID00208	CHP06111	CHP06111	0.1394	0.0494	0.3315
COVID00208	Medicinal flavor	Medicinal flavor	0.0558	0.14	0.0415
COVID00208	Meridian tropism	Meridian tropism	0.0287	0.087	0.0141
COVID00208	Therapeutic nature	Therapeutic nature	0.0583	0.1522	0.0502
COVID00213	CHP00142	Medicinal flavor	0.0946	0.055	0.0807
COVID00213	CHP00142	Meridian tropism	0.0695	0.0408	0.0473
COVID00213	CHP00142	Therapeutic nature	0.1437	0.0638	0.1079
COVID00213	CHP00361	Medicinal flavor	0.0262	0.0356	0.0848
COVID00213	CHP00361	Meridian tropism	0.0179	0.0264	0.0497
COVID00213	CHP00361	Therapeutic nature	0.0372	0.0414	0.1134
COVID00213	CHP01007	Medicinal flavor	0.0844	0.0472	0.0871
COVID00213	CHP01007	Meridian tropism	0.0539	0.035	0.0511
COVID00213	CHP01007	Therapeutic nature	0.132	0.0548	0.1166
COVID00213	CHP01273	Medicinal flavor	0.0258	0.0246	0.087
COVID00213	CHP01273	Meridian tropism	0.0125	0.0183	0.051
COVID00213	CHP01273	Therapeutic nature	0.0292	0.0285	0.1164
COVID00213	CHP01717	Medicinal flavor	0.1985	0.0984	0.0865
COVID00213	CHP01717	Meridian tropism	0.1172	0.0732	0.0508
COVID00213	CHP01717	Therapeutic nature	0.2361	0.1143	0.1158
COVID00213	CHP01958	Medicinal flavor	0.1896	0.041	0.0892
COVID00213	CHP01958	Meridian tropism	0.0841	0.0304	0.0524
COVID00213	CHP01958	Therapeutic nature	0.2084	0.0475	0.1194
COVID00213	CHP02441	Medicinal flavor	0.0545	0.0322	0.0854
COVID00213	CHP02441	Meridian tropism	0.0268	0.0239	0.0501
COVID00213	CHP02441	Therapeutic nature	0.0622	0.0372	0.1143
COVID00213	CHP03082	Medicinal flavor	0.032	0.0313	0.0901
COVID00213	CHP03082	Meridian tropism	0.0163	0.0232	0.0528
COVID00213	CHP03082	Therapeutic nature	0.0381	0.0363	0.1205
COVID00213	Medicinal flavor	CHP00142	0.1345	0.1909	0.1097
COVID00213	Medicinal flavor	CHP00361	0.1669	0.1952	0.1071
COVID00213	Medicinal flavor	CHP01007	0.1319	0.1617	0.0985
COVID00213	Medicinal flavor	CHP01273	0.2144	0.2466	0.1183
COVID00213	Medicinal flavor	CHP01717	0.1465	0.2227	0.1186
COVID00213	Medicinal flavor	CHP01958	0.1296	0.1939	0.108
COVID00213	Medicinal flavor	CHP02441	0.1846	0.2439	0.1195
COVID00213	Medicinal flavor	CHP03082	0.1702	0.1964	0.1074
COVID00213	Medicinal flavor	Meridian tropism	0.0166	0.1268	0.0108
COVID00213	Medicinal flavor	Therapeutic nature	0.0376	0.198	0.0247
COVID00213	Meridian tropism	CHP00142	0.1404	0.191	0.0754
COVID00213	Meridian tropism	CHP00361	0.1686	0.1952	0.0736
COVID00213	Meridian tropism	CHP01007	0.1311	0.1616	0.0677
COVID00213	Meridian tropism	CHP01273	0.2089	0.2464	0.0812
COVID00213	Meridian tropism	CHP01717	0.1528	0.2228	0.0815
COVID00213	Meridian tropism	CHP01958	0.1214	0.1935	0.0741
COVID00213	Meridian tropism	CHP02441	0.179	0.2438	0.0821
COVID00213	Meridian tropism	CHP03082	0.1662	0.1961	0.0738
COVID00213	Meridian tropism	Medicinal flavor	0.0299	0.1707	0.0127
COVID00213	Meridian tropism	Therapeutic nature	0.0377	0.198	0.017
COVID00213	Therapeutic nature	CHP00142	0.141	0.1742	0.151
COVID00213	Therapeutic nature	CHP00361	0.1693	0.1782	0.1474
COVID00213	Therapeutic nature	CHP01007	0.1346	0.1477	0.1356
COVID00213	Therapeutic nature	CHP01273	0.2105	0.225	0.1628
COVID00213	Therapeutic nature	CHP01717	0.1493	0.2028	0.1632
COVID00213	Therapeutic nature	CHP01958	0.1234	0.177	0.1486
COVID00213	Therapeutic nature	CHP02441	0.18	0.2226	0.1644
COVID00213	Therapeutic nature	CHP03082	0.1678	0.1792	0.1479
COVID00213	Therapeutic nature	Medicinal flavor	0.03	0.1554	0.0254
COVID00213	Therapeutic nature	Meridian tropism	0.0165	0.1154	0.0149
COVID00213	CHP00142	CHP00142	0.3091	0.062	0.4788
COVID00213	CHP00361	CHP00361	0.1596	0.0411	0.4912
COVID00213	CHP01007	CHP01007	0.2084	0.0443	0.4644
COVID00213	CHP01273	CHP01273	0.1575	0.0356	0.5564
COVID00213	CHP01717	CHP01717	0.3984	0.1289	0.5553
COVID00213	CHP01958	CHP01958	0.3828	0.0484	0.5211
COVID00213	CHP02441	CHP02441	0.2774	0.046	0.552
COVID00213	CHP03082	CHP03082	0.1636	0.0362	0.5233
COVID00213	Medicinal flavor	Medicinal flavor	0.0293	0.1708	0.0185
COVID00213	Meridian tropism	Meridian tropism	0.0165	0.1267	0.0074
COVID00213	Therapeutic nature	Therapeutic nature	0.0375	0.1802	0.034
COVID00210	CHP01723	Medicinal flavor	0.0893	0.0926	0.1557
COVID00210	CHP01723	Meridian tropism	0.0348	0.0418	0.0585
COVID00210	CHP01723	Therapeutic nature	0.0894	0.0926	0.1557
COVID00210	CHP01958	Medicinal flavor	0.271	0.1229	0.156
COVID00210	CHP01958	Meridian tropism	0.1048	0.0573	0.0586
COVID00210	CHP01958	Therapeutic nature	0.2711	0.1229	0.156
COVID00210	CHP02298	Medicinal flavor	0.1812	0.1388	0.1549
COVID00210	CHP02298	Meridian tropism	0.0661	0.0645	0.0582
COVID00210	CHP02298	Therapeutic nature	0.181	0.1388	0.1549
COVID00210	CHP05989	Medicinal flavor	0.1076	0.0879	0.1305
COVID00210	CHP05989	Meridian tropism	0.0438	0.0395	0.049
COVID00210	CHP05989	Therapeutic nature	0.1077	0.0879	0.1305
COVID00210	CHP06065	Medicinal flavor	0.0907	0.0942	0.1319
COVID00210	CHP06065	Meridian tropism	0.0407	0.0422	0.0495
COVID00210	CHP06065	Therapeutic nature	0.0907	0.0942	0.1319
COVID00210	Medicinal flavor	CHP01723	0.1115	0.1069	0.1175
COVID00210	Medicinal flavor	CHP01958	0.1234	0.1615	0.1648
COVID00210	Medicinal flavor	CHP02298	0.1443	0.1583	0.1651
COVID00210	Medicinal flavor	CHP05989	0.1862	0.2048	0.2005
COVID00210	Medicinal flavor	CHP06065	0.2069	0.2027	0.1999
COVID00210	Medicinal flavor	Meridian tropism	0.0373	0.0698	0.0361
COVID00210	Medicinal flavor	Therapeutic nature	0.088	0.1474	0.0962
COVID00210	Meridian tropism	CHP01723	0.1097	0.1186	0.0958
COVID00210	Meridian tropism	CHP01958	0.1217	0.1795	0.1344
COVID00210	Meridian tropism	CHP02298	0.1396	0.1763	0.1347
COVID00210	Meridian tropism	CHP05989	0.1839	0.2293	0.1635
COVID00210	Meridian tropism	CHP06065	0.2058	0.2272	0.1631
COVID00210	Meridian tropism	Medicinal flavor	0.0854	0.1687	0.0785
COVID00210	Meridian tropism	Therapeutic nature	0.0854	0.1687	0.0785
COVID00210	Therapeutic nature	CHP01723	0.1116	0.107	0.1175
COVID00210	Therapeutic nature	CHP01958	0.123	0.1616	0.1648
COVID00210	Therapeutic nature	CHP02298	0.1426	0.1584	0.1651
COVID00210	Therapeutic nature	CHP05989	0.1861	0.2048	0.2005
COVID00210	Therapeutic nature	CHP06065	0.2085	0.2027	0.1999
COVID00210	Therapeutic nature	Medicinal flavor	0.0868	0.1475	0.0962
COVID00210	Therapeutic nature	Meridian tropism	0.0366	0.0698	0.0361
COVID00210	CHP01723	CHP01723	0.119	0.0741	0.1902
COVID00210	CHP01958	CHP01958	0.3887	0.1385	0.2672
COVID00210	CHP02298	CHP02298	0.2944	0.1543	0.2659
COVID00210	CHP05989	CHP05989	0.2599	0.1318	0.272
COVID00210	CHP06065	CHP06065	0.1731	0.14	0.2741
COVID00210	Medicinal flavor	Medicinal flavor	0.0879	0.1474	0.0962
COVID00210	Meridian tropism	Meridian tropism	0.0357	0.081	0.0295
COVID00210	Therapeutic nature	Therapeutic nature	0.0868	0.1475	0.0962
COVID00204	CHP00216	Medicinal flavor	0.0894	0.0519	0.0451
COVID00204	CHP00216	Meridian tropism	0.0662	0.0389	0.0321
COVID00204	CHP00216	Therapeutic nature	0.1257	0.0759	0.0718
COVID00204	CHP00341	Medicinal flavor	0.0653	0.0437	0.0489
COVID00204	CHP00341	Meridian tropism	0.0462	0.0336	0.0349
COVID00204	CHP00341	Therapeutic nature	0.1046	0.0649	0.0779
COVID00204	CHP00419	Medicinal flavor	0.0432	0.0317	0.046
COVID00204	CHP00419	Meridian tropism	0.0296	0.0243	0.0327
COVID00204	CHP00419	Therapeutic nature	0.068	0.047	0.0732
COVID00204	CHP00857	Medicinal flavor	0.0254	0.0306	0.0442
COVID00204	CHP00857	Meridian tropism	0.0196	0.0235	0.0315
COVID00204	CHP00857	Therapeutic nature	0.0423	0.0451	0.0704
COVID00204	CHP01007	Medicinal flavor	0.0511	0.0403	0.0448
COVID00204	CHP01007	Meridian tropism	0.0433	0.031	0.0319
COVID00204	CHP01007	Therapeutic nature	0.0899	0.0597	0.0713
COVID00204	CHP01146	Medicinal flavor	0.0358	0.035	0.0455
COVID00204	CHP01146	Meridian tropism	0.0241	0.0265	0.0324
COVID00204	CHP01146	Therapeutic nature	0.055	0.0524	0.0724
COVID00204	CHP01983	Medicinal flavor	0.0488	0.044	0.0452
COVID00204	CHP01983	Meridian tropism	0.0352	0.0331	0.0322
COVID00204	CHP01983	Therapeutic nature	0.071	0.0643	0.072
COVID00204	CHP02017	Medicinal flavor	0.0479	0.0482	0.0452
COVID00204	CHP02017	Meridian tropism	0.0354	0.0368	0.0322
COVID00204	CHP02017	Therapeutic nature	0.0716	0.0717	0.072
COVID00204	CHP03193	Medicinal flavor	0.0547	0.0533	0.0505
COVID00204	CHP03193	Meridian tropism	0.046	0.0411	0.036
COVID00204	CHP03193	Therapeutic nature	0.0935	0.0797	0.0805
COVID00204	CHP03202	Medicinal flavor	0.0216	0.03	0.0443
COVID00204	CHP03202	Meridian tropism	0.0163	0.0229	0.0315
COVID00204	CHP03202	Therapeutic nature	0.0352	0.0444	0.0705
COVID00204	CHP05500	Medicinal flavor	0.0465	0.0384	0.0469
COVID00204	CHP05500	Meridian tropism	0.0322	0.0291	0.0334
COVID00204	CHP05500	Therapeutic nature	0.0701	0.0569	0.0747
COVID00204	CHP06090	Medicinal flavor	0.0315	0.0377	0.0458
COVID00204	CHP06090	Meridian tropism	0.0217	0.0286	0.0326
COVID00204	CHP06090	Therapeutic nature	0.0488	0.0562	0.0728
COVID00204	Medicinal flavor	CHP00216	0.1824	0.2127	0.1783
COVID00204	Medicinal flavor	CHP00341	0.1439	0.1771	0.1479
COVID00204	Medicinal flavor	CHP00419	0.1444	0.1566	0.1351
COVID00204	Medicinal flavor	CHP00857	0.1691	0.1845	0.1521
COVID00204	Medicinal flavor	CHP01007	0.1336	0.1523	0.1338
COVID00204	Medicinal flavor	CHP01146	0.1487	0.1543	0.1355
COVID00204	Medicinal flavor	CHP01983	0.1835	0.2179	0.1781
COVID00204	Medicinal flavor	CHP02017	0.1731	0.2101	0.1743
COVID00204	Medicinal flavor	CHP03193	0.1672	0.2068	0.1682
COVID00204	Medicinal flavor	CHP03202	0.1749	0.1846	0.152
COVID00204	Medicinal flavor	CHP05500	0.134	0.152	0.1302
COVID00204	Medicinal flavor	CHP06090	0.143	0.1535	0.1353
COVID00204	Medicinal flavor	Meridian tropism	0.0187	0.0514	0.0182
COVID00204	Medicinal flavor	Therapeutic nature	0.0415	0.0968	0.0406
COVID00204	Meridian tropism	CHP00216	0.183	0.2058	0.1566
COVID00204	Meridian tropism	CHP00341	0.1331	0.1739	0.1299
COVID00204	Meridian tropism	CHP00419	0.1327	0.1528	0.1187
COVID00204	Meridian tropism	CHP00857	0.1578	0.1808	0.1335
COVID00204	Meridian tropism	CHP01007	0.1256	0.1493	0.1175
COVID00204	Meridian tropism	CHP01146	0.1375	0.1506	0.119
COVID00204	Meridian tropism	CHP01983	0.1816	0.2114	0.1564
COVID00204	Meridian tropism	CHP02017	0.1694	0.2064	0.1531
COVID00204	Meridian tropism	CHP03193	0.169	0.2043	0.1477
COVID00204	Meridian tropism	CHP03202	0.1641	0.1808	0.1335
COVID00204	Meridian tropism	CHP05500	0.1305	0.149	0.1143
COVID00204	Meridian tropism	CHP06090	0.1413	0.1498	0.1188
COVID00204	Meridian tropism	Medicinal flavor	0.0269	0.064	0.0224
COVID00204	Meridian tropism	Therapeutic nature	0.0419	0.0936	0.0357
COVID00204	Therapeutic nature	CHP00216	0.1765	0.202	0.1938
COVID00204	Therapeutic nature	CHP00341	0.1432	0.17	0.1608
COVID00204	Therapeutic nature	CHP00419	0.1432	0.1497	0.1469
COVID00204	Therapeutic nature	CHP00857	0.1677	0.177	0.1653
COVID00204	Therapeutic nature	CHP01007	0.1332	0.1461	0.1454
COVID00204	Therapeutic nature	CHP01146	0.1468	0.1475	0.1473
COVID00204	Therapeutic nature	CHP01983	0.1784	0.2074	0.1936
COVID00204	Therapeutic nature	CHP02017	0.1693	0.2017	0.1895
COVID00204	Therapeutic nature	CHP03193	0.1657	0.1992	0.1829
COVID00204	Therapeutic nature	CHP03202	0.1731	0.1769	0.1653
COVID00204	Therapeutic nature	CHP05500	0.1312	0.1458	0.1416
COVID00204	Therapeutic nature	CHP06090	0.1395	0.1466	0.1471
COVID00204	Therapeutic nature	Medicinal flavor	0.0262	0.0625	0.0278
COVID00204	Therapeutic nature	Meridian tropism	0.0184	0.0484	0.0198
COVID00204	CHP00216	CHP00216	0.2752	0.1738	0.3147
COVID00204	CHP00341	CHP00341	0.3027	0.128	0.2836
COVID00204	CHP00419	CHP00419	0.1818	0.0823	0.2433
COVID00204	CHP00857	CHP00857	0.1785	0.0924	0.2634
COVID00204	CHP01007	CHP01007	0.2227	0.1015	0.2347
COVID00204	CHP01146	CHP01146	0.1544	0.0956	0.2413
COVID00204	CHP01983	CHP01983	0.2748	0.152	0.3155
COVID00204	CHP02017	CHP02017	0.3151	0.1715	0.3089
COVID00204	CHP03193	CHP03193	0.3308	0.1829	0.333
COVID00204	CHP03202	CHP03202	0.1488	0.0923	0.2637
COVID00204	CHP05500	CHP05500	0.2056	0.1	0.2392
COVID00204	CHP06090	CHP06090	0.1525	0.1008	0.2424
COVID00204	Medicinal flavor	Medicinal flavor	0.0266	0.066	0.0255
COVID00204	Meridian tropism	Meridian tropism	0.0186	0.0495	0.016
COVID00204	Therapeutic nature	Therapeutic nature	0.0408	0.0916	0.0442
COVID00212	CHP00142	Medicinal flavor	0.0876	0.0548	0.0646
COVID00212	CHP00142	Meridian tropism	0.0583	0.037	0.0325
COVID00212	CHP00142	Therapeutic nature	0.1332	0.0653	0.0889
COVID00212	CHP00361	Medicinal flavor	0.0242	0.0335	0.0681
COVID00212	CHP00361	Meridian tropism	0.015	0.0226	0.0342
COVID00212	CHP00361	Therapeutic nature	0.0346	0.0399	0.0936
COVID00212	CHP00513	Medicinal flavor	0.0277	0.0243	0.0741
COVID00212	CHP00513	Meridian tropism	0.0139	0.0166	0.0373
COVID00212	CHP00513	Therapeutic nature	0.0341	0.029	0.1019
COVID00212	CHP01007	Medicinal flavor	0.0834	0.0466	0.0681
COVID00212	CHP01007	Meridian tropism	0.0512	0.0314	0.0343
COVID00212	CHP01007	Therapeutic nature	0.1321	0.0555	0.0936
COVID00212	CHP01273	Medicinal flavor	0.0243	0.0222	0.0682
COVID00212	CHP01273	Meridian tropism	0.0111	0.015	0.0343
COVID00212	CHP01273	Therapeutic nature	0.0278	0.0265	0.0938
COVID00212	CHP01717	Medicinal flavor	0.1858	0.0968	0.0688
COVID00212	CHP01717	Meridian tropism	0.1039	0.0654	0.0346
COVID00212	CHP01717	Therapeutic nature	0.2237	0.1154	0.0946
COVID00212	CHP01864	Medicinal flavor	0.0176	0.0253	0.072
COVID00212	CHP01864	Meridian tropism	0.0105	0.0171	0.0362
COVID00212	CHP01864	Therapeutic nature	0.0238	0.0301	0.0989
COVID00212	CHP01958	Medicinal flavor	0.1778	0.0395	0.0678
COVID00212	CHP01958	Meridian tropism	0.0745	0.0269	0.0341
COVID00212	CHP01958	Therapeutic nature	0.1978	0.0473	0.0932
COVID00212	CHP02441	Medicinal flavor	0.0512	0.0302	0.0667
COVID00212	CHP02441	Meridian tropism	0.0238	0.0204	0.0336
COVID00212	CHP02441	Therapeutic nature	0.0591	0.036	0.0918
COVID00212	CHP03082	Medicinal flavor	0.0302	0.0288	0.0688
COVID00212	CHP03082	Meridian tropism	0.0146	0.0194	0.0346
COVID00212	CHP03082	Therapeutic nature	0.0365	0.0343	0.0945
COVID00212	Medicinal flavor	CHP00142	0.1339	0.197	0.1054
COVID00212	Medicinal flavor	CHP00361	0.1697	0.2027	0.1026
COVID00212	Medicinal flavor	CHP00513	0.1171	0.135	0.085
COVID00212	Medicinal flavor	CHP01007	0.1298	0.1695	0.0963
COVID00212	Medicinal flavor	CHP01273	0.2173	0.2594	0.1142
COVID00212	Medicinal flavor	CHP01717	0.1488	0.2302	0.1137
COVID00212	Medicinal flavor	CHP01864	0.1509	0.1734	0.0937
COVID00212	Medicinal flavor	CHP01958	0.128	0.2055	0.1068
COVID00212	Medicinal flavor	CHP02441	0.1854	0.2559	0.1157
COVID00212	Medicinal flavor	CHP03082	0.1722	0.209	0.106
COVID00212	Medicinal flavor	Meridian tropism	0.0136	0.1047	0.0067
COVID00212	Medicinal flavor	Therapeutic nature	0.0329	0.1845	0.0184
COVID00212	Meridian tropism	CHP00142	0.1321	0.1756	0.0676
COVID00212	Meridian tropism	CHP00361	0.1615	0.1805	0.0658
COVID00212	Meridian tropism	CHP00513	0.1086	0.1196	0.0545
COVID00212	Meridian tropism	CHP01007	0.1268	0.1507	0.0617
COVID00212	Meridian tropism	CHP01273	0.2007	0.2306	0.0732
COVID00212	Meridian tropism	CHP01717	0.1462	0.2053	0.0729
COVID00212	Meridian tropism	CHP01864	0.1427	0.1542	0.0601
COVID00212	Meridian tropism	CHP01958	0.114	0.1823	0.0685
COVID00212	Meridian tropism	CHP02441	0.1699	0.2276	0.0742
COVID00212	Meridian tropism	CHP03082	0.16	0.1856	0.0679
COVID00212	Meridian tropism	Medicinal flavor	0.0251	0.1384	0.0086
COVID00212	Meridian tropism	Therapeutic nature	0.0312	0.1646	0.0118
COVID00212	Therapeutic nature	CHP00142	0.1397	0.1839	0.144
COVID00212	Therapeutic nature	CHP00361	0.1717	0.1892	0.1402
COVID00212	Therapeutic nature	CHP00513	0.1162	0.1261	0.1162
COVID00212	Therapeutic nature	CHP01007	0.1327	0.1584	0.1315
COVID00212	Therapeutic nature	CHP01273	0.2141	0.2421	0.156
COVID00212	Therapeutic nature	CHP01717	0.1517	0.2143	0.1553
COVID00212	Therapeutic nature	CHP01864	0.1515	0.162	0.128
COVID00212	Therapeutic nature	CHP01958	0.1228	0.1919	0.1459
COVID00212	Therapeutic nature	CHP02441	0.1815	0.2389	0.158
COVID00212	Therapeutic nature	CHP03082	0.1702	0.195	0.1448
COVID00212	Therapeutic nature	Medicinal flavor	0.0264	0.1442	0.0182
COVID00212	Therapeutic nature	Meridian tropism	0.0136	0.0973	0.0092
COVID00212	CHP00142	CHP00142	0.3283	0.0707	0.51
COVID00212	CHP00361	CHP00361	0.1658	0.0443	0.5229
COVID00212	CHP00513	CHP00513	0.1149	0.0212	0.4717
COVID00212	CHP01007	CHP01007	0.2275	0.0506	0.4907
COVID00212	CHP01273	CHP01273	0.1671	0.0373	0.5833
COVID00212	CHP01717	CHP01717	0.4071	0.1449	0.5852
COVID00212	CHP01864	CHP01864	0.1184	0.0285	0.5046
COVID00212	CHP01958	CHP01958	0.4072	0.0558	0.542
COVID00212	CHP02441	CHP02441	0.2933	0.0501	0.5779
COVID00212	CHP03082	CHP03082	0.1777	0.0392	0.5454
COVID00212	Medicinal flavor	Medicinal flavor	0.0256	0.155	0.0134
COVID00212	Meridian tropism	Meridian tropism	0.0128	0.0932	0.0043
COVID00212	Therapeutic nature	Therapeutic nature	0.0331	0.1716	0.0251
COVID00211	CHP00216	Medicinal flavor	0.0214	0.0416	0.0537
COVID00211	CHP00216	Meridian tropism	0.0125	0.0276	0.0323
COVID00211	CHP00216	Therapeutic nature	0.0268	0.0524	0.0682
COVID00211	CHP00630	Medicinal flavor	0.0503	0.0465	0.054
COVID00211	CHP00630	Meridian tropism	0.0319	0.0309	0.0325
COVID00211	CHP00630	Therapeutic nature	0.0655	0.0587	0.0686
COVID00211	CHP00635	Medicinal flavor	0.0658	0.0503	0.0587
COVID00211	CHP00635	Meridian tropism	0.0419	0.0334	0.0352
COVID00211	CHP00635	Therapeutic nature	0.086	0.0635	0.0745
COVID00211	CHP00689	Medicinal flavor	0.0493	0.0577	0.0491
COVID00211	CHP00689	Therapeutic nature	0.0646	0.0729	0.0624
COVID00211	CHP01118	Medicinal flavor	0.0397	0.0453	0.0587
COVID00211	CHP01118	Meridian tropism	0.0252	0.0301	0.0352
COVID00211	CHP01118	Therapeutic nature	0.0522	0.0573	0.0745
COVID00211	CHP01958	Medicinal flavor	0.0927	0.0548	0.0619
COVID00211	CHP01958	Meridian tropism	0.0568	0.0364	0.0372
COVID00211	CHP01958	Therapeutic nature	0.1206	0.069	0.0786
COVID00211	CHP01983	Medicinal flavor	0.0199	0.0438	0.0539
COVID00211	CHP01983	Meridian tropism	0.0124	0.0291	0.0324
COVID00211	CHP01983	Therapeutic nature	0.0259	0.0553	0.0684
COVID00211	CHP02017	Medicinal flavor	0.0487	0.051	0.0535
COVID00211	CHP02017	Meridian tropism	0.0307	0.0339	0.0321
COVID00211	CHP02017	Therapeutic nature	0.0647	0.0644	0.0679
COVID00211	CHP02298	Medicinal flavor	0.0563	0.0478	0.0589
COVID00211	CHP02298	Meridian tropism	0.0328	0.0318	0.0354
COVID00211	CHP02298	Therapeutic nature	0.0705	0.0603	0.0748
COVID00211	CHP02985	Medicinal flavor	0.0763	0.052	0.0559
COVID00211	CHP02985	Meridian tropism	0.0456	0.0346	0.0336
COVID00211	CHP02985	Therapeutic nature	0.0982	0.0655	0.0711
COVID00211	CHP03328	Medicinal flavor	0.0596	0.0534	0.057
COVID00211	CHP03328	Meridian tropism	0.0382	0.0355	0.0343
COVID00211	CHP03328	Therapeutic nature	0.0789	0.0673	0.0724
COVID00211	CHP05478	Medicinal flavor	0.0672	0.0447	0.0585
COVID00211	CHP05478	Meridian tropism	0.0385	0.0297	0.0351
COVID00211	CHP05478	Therapeutic nature	0.0832	0.0565	0.0743
COVID00211	Medicinal flavor	CHP00216	0.227	0.223	0.1822
COVID00211	Medicinal flavor	CHP00630	0.1591	0.1799	0.1539
COVID00211	Medicinal flavor	CHP00635	0.1477	0.1795	0.151
COVID00211	Medicinal flavor	CHP00689	0.2455	0.263	0.2293
COVID00211	Medicinal flavor	CHP01118	0.1418	0.1548	0.1312
COVID00211	Medicinal flavor	CHP01958	0.1365	0.1779	0.1491
COVID00211	Medicinal flavor	CHP01983	0.2201	0.2214	0.1821
COVID00211	Medicinal flavor	CHP02017	0.192	0.2145	0.1825
COVID00211	Medicinal flavor	CHP02298	0.1662	0.1808	0.1509
COVID00211	Medicinal flavor	CHP02985	0.1468	0.1778	0.1527
COVID00211	Medicinal flavor	CHP03328	0.1772	0.2151	0.1793
COVID00211	Medicinal flavor	CHP05478	0.1582	0.1821	0.1511
COVID00211	Medicinal flavor	Meridian tropism	0.0255	0.0468	0.0224
COVID00211	Medicinal flavor	Therapeutic nature	0.0538	0.0884	0.0474
COVID00211	Meridian tropism	CHP00216	0.2264	0.2136	0.1826
COVID00211	Meridian tropism	CHP00630	0.1612	0.1724	0.1543
COVID00211	Meridian tropism	CHP00635	0.1503	0.1719	0.1513
COVID00211	Meridian tropism	CHP01118	0.1466	0.1483	0.1314
COVID00211	Meridian tropism	CHP01958	0.1388	0.1705	0.1494
COVID00211	Meridian tropism	CHP01983	0.2214	0.2121	0.1825
COVID00211	Meridian tropism	CHP02017	0.197	0.2056	0.1829
COVID00211	Meridian tropism	CHP02298	0.1647	0.1732	0.1512
COVID00211	Meridian tropism	CHP02985	0.1483	0.1704	0.1531
COVID00211	Meridian tropism	CHP03328	0.1824	0.206	0.1797
COVID00211	Meridian tropism	CHP05478	0.1608	0.1744	0.1514
COVID00211	Meridian tropism	Medicinal flavor	0.0443	0.067	0.0374
COVID00211	Meridian tropism	Therapeutic nature	0.056	0.0844	0.0475
COVID00211	Therapeutic nature	CHP00216	0.2187	0.2132	0.19
COVID00211	Therapeutic nature	CHP00630	0.1545	0.1721	0.1605
COVID00211	Therapeutic nature	CHP00635	0.1436	0.1716	0.1574
COVID00211	Therapeutic nature	CHP00689	0.2438	0.2514	0.2391
COVID00211	Therapeutic nature	CHP01118	0.1394	0.148	0.1368
COVID00211	Therapeutic nature	CHP01958	0.1323	0.1702	0.1554
COVID00211	Therapeutic nature	CHP01983	0.2129	0.2117	0.1899
COVID00211	Therapeutic nature	CHP02017	0.1869	0.2053	0.1903
COVID00211	Therapeutic nature	CHP02298	0.1597	0.1729	0.1573
COVID00211	Therapeutic nature	CHP02985	0.1418	0.1701	0.1593
COVID00211	Therapeutic nature	CHP03328	0.173	0.2056	0.187
COVID00211	Therapeutic nature	CHP05478	0.1543	0.1741	0.1576
COVID00211	Therapeutic nature	Medicinal flavor	0.0416	0.0668	0.0389
COVID00211	Therapeutic nature	Meridian tropism	0.025	0.0445	0.0234
COVID00211	CHP00216	CHP00216	0.1016	0.1368	0.2625
COVID00211	CHP00630	CHP00630	0.2048	0.1234	0.223
COVID00211	CHP00635	CHP00635	0.2578	0.1333	0.2376
COVID00211	CHP00689	CHP00689	0.2652	0.2228	0.3022
COVID00211	CHP01118	CHP01118	0.1325	0.1042	0.2063
COVID00211	CHP01958	CHP01958	0.3147	0.1405	0.2474
COVID00211	CHP01983	CHP01983	0.1243	0.1427	0.2631
